"plotcode" "block" "mixcode" "year" "season" "sowndiv" "Weed.bm" "Weed.cover" "Total.bm" "total.bm.year" "Alo.pra" "Ant.syl" "Arr.ela" "Dac.glo" "Ger.pra" "Phl.pra" "Poa.tri" "Tri.pra" "Tri.rep" "Alo.pra.bm" "Ant.syl.bm" "Arr.ela.bm" "Dac.glo.bm" "Ger.pra.bm" "Phl.pra.bm" "Poa.tri.bm" "Tri.pra.bm" "Tri.rep.bm" "Alo.pra.cover" "Ant.syl.cover" "Arr.ela.cover" "Dac.glo.cover" "Ger.pra.cover" "Phl.pra.cover" "Poa.tri.cover" "Tri.pra.cover" "Tri.rep.cover" "r_asym" "alpha" "a_intra" "a_inter" "n_dif_m" "f_dif_m" "nf_dif_m" "str_n_dif" "str_f_dif" "str_nf_dif" "com_mean" "com_sd" "com_stab" "sp_mean" "sp_sd" "sp_stab" "stab" "syn_l" "syn_g"
"B3B024" 3 "S06M11" 2015 1.5 6 0 3.5 251.81 23738.8305 0 0 1 1 1 0 1 1 1 0 0 90.25 3.14 2.355 0 0.315 155.75 0 0 0 25 5.5 40 0 1.5 20 0 0.696568956333333 0.00931554290605514 0.00776388179206004 0.00962587512885416 0.900779095443264 6.47721216194527 -5.57643306650201 -4.91712134493926 32.2294653538631 -37.1465866988024 259.067239353846 114.362085465972 2.26532454614017 43.1778732251154 35.5414980281014 0.948745866697136 2.26532454611285 0.355496974661969 0.231470094057458
"B3B027" 3 "S04M30" 2015 1.5 4 0 10 144.71 23738.8305 1 0 1 0 0 0 1 0 1 9.67 0 131.75 0 0 0 0.665 0 2.625 10 0 45 0 0 0 5 0 10 0.506438992833333 0.00671637575543454 0.00723601877302608 0.00654316141623737 0.959621004403787 11.5613426489592 -10.6017216445554 -2.90048388527369 29.8600230262768 -32.7605069115505 198.315908707692 81.847462668563 2.42299397246757 49.57897717825 28.690128078086 1.25370492169163 2.42299397253946 0.588567247014287 0.279269314925268
"B3B028" 3 "S02M42" 2015 1.5 2 0 10 119.25 23738.8305 0 0 0 0 1 0 0 1 0 0 0 0 0 83.75 0 0 35.5 0 0 0 0 0 55 0 0 15 0 1.492146911 0.00565434109606493 0.00843136225435638 0.00287731993777348 0.826692492013224 1.46894247662614 -0.64224998461292 -0.238992821843809 13.5365036914325 -13.7754965132763 150.563166743846 87.5936160007904 1.71888287774862 75.28158337 57.8667415347506 1.51239390676809 1.71888287767462 0.615698664261904 0.0818144630632267
"B3B029" 3 "S06M08" 2015 1.5 6 0 10 146.365 23738.8305 1 1 1 0 1 0 0 1 1 42.9 0 37.94 0 7.33 0 0 58.195 0 20 0 15 0 35 0 0 25 0 0.868436494466667 0.0136975077936935 0.0089425595008618 0.0146484974522598 0.697145159585178 6.21148798186228 -5.5143428222771 -5.19036750234782 28.6827076013822 -33.87307510373 237.330420607692 81.3810690914707 2.91628536288873 39.5550701001923 32.2447690330518 0.988990646345845 2.91628536238911 0.258013992040944 0.159263903692507
"B3B030" 3 "S09M01" 2015 1.5 9 0 3 121.16 23738.8305 1 1 1 1 1 1 1 1 1 14.85 0 81.415 3.25 17.83 0 1.635 2.18 0 2 0 40 15 25 0 1.5 11 0 0.713055136166667 0.012247949129565 0.00804123305430551 0.0127737886389725 0.725363932950081 6.14198450534007 -5.41662057238999 -16.9109391444246 29.8053910482126 -46.7163301926372 273.920165138462 140.812468540889 1.94528345377966 30.4355739028205 26.9267613697839 0.858677876225652 1.94528345362839 0.392625372651164 0.303441779633753
"B3B031" 3 "S03M04" 2015 1.5 3 0 45 61.2 23738.8305 0 1 0 1 0 1 0 0 0 0 0 0 61.2 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0.955430378 0.0141115264386134 0.00885476596264418 0.016739906676598 0.540174609394309 5.57109507327486 -5.03092046388055 -2.08315251687775 20.7955155067585 -22.8786680236363 142.126903307692 74.6748648295457 1.90327633845892 47.3756344353846 28.9321989490421 1.10490193534451 1.90327633844586 0.75628777018496 0.411184337853676
"B3B033" 3 "S02M31" 2015 1.5 2 0 20 13.695 23738.8305 0 0 0 0 1 1 0 0 0 0 0 0 0 12.53 1.165 0 0 0 0 0 0 0 25 0 0 0 0 1.13476418 0.0085618912866532 0.00472174611479148 0.0124020364585149 0.390410382544029 1.95654177145848 -1.56613138891445 -1.01296098048202 22.969690010766 -23.982650991248 93.7114862076923 112.12762444226 0.835757349483035 46.8557431026923 66.1601487129583 0.937410154951152 0.83575734949613 0.726298356526683 -0.141589855226212
"B3B036" 3 "S04M26" 2015 1.5 4 0 15 253.905 23738.8305 0 0 0 0 1 1 1 1 0 0 0 0 0 189.55 0 27.75 36.605 0 0 0 0 0 50 0 11 6 0 0.851679141333333 0.0122913110583866 0.00796700891259321 0.0137327451069844 0.592184057570887 3.34034928781146 -2.74816523024057 -2.78694949299637 31.1332327167086 -33.9201822097049 218.298282693846 99.0159022845574 2.20467902283502 54.5745706732308 57.613939285191 0.941964185587351 2.20467902285444 0.236567205014002 -0.0396359278815977
"B3B041" 3 "S03M18" 2015 1.5 3 0 6 142.45 23738.8305 1 0 0 1 0 0 0 0 1 62.2 0 0 80.25 0 0 0 0 0 40 0 0 25 0 0 0 0 0 0.0834484813333333 0.00626740072336804 0.00571785257838244 0.00654217479586085 0.931167068794873 10.5598304053117 -9.62866333651681 -2.1974217390501 32.9417174766549 -35.139139215705 183.208076923077 122.306742038519 1.49793931119003 61.069358974359 48.6560132014619 1.13760178016806 1.49793931119003 0.73327399049209 0.385196076864308
"B3B043" 3 "S03M23" 2015 1.5 3 0 15 143.65 23738.8305 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 143.65 0 0 0 0 0 0 0 0 35 0 0.238255154 0.0269369465030977 0.00719975450388425 0.0368055425027044 0.717561529289964 4.48391716121548 -3.76635563192552 -0.88471115670017 4.2142817660569 -5.09899292275707 187.634949819231 135.37016379329 1.38608792780771 62.5449832730769 70.9819245336331 0.805008770501235 1.38608792780771 0.437174251110449 0.178470970423654
"B3B046" 3 "S02M50" 2015 1.5 2 0 12.5 186.4 23738.8305 0 0 0 0 0 1 0 0 1 0 0 0 0 0 173.7 0 0 12.7 0 0 0 0 0 30 0 0 35 0.218796367 0.0184245215738207 0.00617230535884399 0.0306767377887973 0.969842433416765 9.04726997497038 -8.07742754155361 -0.22465474669588 7.83241521266 -8.05706995935588 151.150965579231 109.837891965666 1.37612769941432 75.5754827885 65.3719130572289 0.98093011701145 1.37612769941506 0.730659097979742 0.146903703334365
"B3B048" 3 "S02M17" 2015 1.5 2 0 7.5 132.2 23738.8305 1 1 0 0 0 0 0 0 0 132.2 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 1.483979734 0.0133032750255091 0.0119761931107772 0.0146303569402409 0.961480511209692 11.5558466370924 -10.5943661258827 -0.557527867901299 11.8036536649427 -12.361181532844 119.659154278462 104.648393047246 1.14343995922076 59.8295771381154 55.1490611473112 1.08663287344067 1.14343995920313 0.908511163376913 -0.609873091243954
"B3B051" 3 "S04M27" 2015 1.5 4 0 5 353.125 23738.8305 0 1 1 0 1 0 0 0 1 0 0 353.05 0 0.075 0 0 0 0 0 0 60 0 20 0 0 0 0 0.912139058 0.0146050778692402 0.0103666915052076 0.0160178733239177 0.598137911262596 7.17798933040856 -6.57985141914597 -2.2952120582638 24.3728489662971 -26.6680610245609 263.345190723077 130.694096668788 2.01497387743886 65.8362976803846 46.7142165881763 1.05045300066681 2.01497387743379 0.55108163504321 0.0586036889328826
"B3B054" 3 "S02M22" 2015 1.5 2 0 4.5 217.695 23738.8305 0 0 1 1 0 0 0 0 0 0 0 197.25 20.445 0 0 0 0 0 0 0 40 30 0 0 0 0 0 0.430508344 0.00245887499691743 0.00302074270698471 0.00189700728685016 0.963263493375804 7.34730132483931 -6.3840378314635 -0.554983385862516 18.4047714388016 -18.9597548246641 238.380884615385 112.370292757204 2.12138705672369 119.190442307692 65.7131432902012 1.66351714544677 2.12138705672369 0.777765688349019 0.487902660494491
"B3B055" 3 "S02M27" 2015 1.5 2 0 17.5 65.25 23738.8305 1 0 0 0 0 1 0 0 0 65.25 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0.144457812 0.00321078915041156 0.00238467935260527 0.00403689894821785 0.969978733648739 9.00637990537816 -8.03640117172942 -0.826746448746272 14.5991148951567 -15.425861343903 161.528846153846 128.092424316615 1.26103356241103 80.7644230769231 75.2538044054498 1.26867375031845 1.26103356241103 0.720658033891249 0.421022567375071
"B3B062" 3 "S03M08" 2015 1.5 3 0 22.5 58.44 23738.8305 0 0 0 1 1 0 1 0 0 0 0 0 46.07 6.625 0 5.745 0 0 0 0 0 40 25 0 1.5 0 0 0.818925216666667 0.00606353601822008 0.00816279722783062 0.00501390541341482 0.88008950083523 1.79924141742567 -0.919151916590444 -1.83358051361545 13.0605674907262 -14.8941480043417 121.667489053846 76.4743385106238 1.59095837144043 40.5558296832308 33.1823138121237 0.992383935457727 1.59095837137676 0.629111600441233 0.238291144741923
"B3B064" 3 "S06M04" 2015 1.5 6 0 6 138.805 23738.8305 0 1 1 0 1 1 1 1 0 0 0 95.1 0 38.2 4.35 1.155 0 0 0 0 25 0 50 0 1.5 1.5 0 0.812371014733333 0.012300682301194 0.00920292329226705 0.0129202341029794 0.599493175331305 4.92384947446154 -4.32435629913024 -4.48162794139462 25.2075075408028 -29.6891354821974 269.809422369231 163.667848688702 1.64851816976229 44.9682370612692 45.8683140476117 0.867774673829942 1.64851816975179 0.394270517590047 0.318533417568905
"B3B066" 3 "S02M37" 2015 1.5 2 0 30 15.335 23738.8305 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 15.335 0 0 0 0 0 0 0 0 20 0 0 0.633634115 0.0143768079231841 0.00750265557083004 0.0212509602755382 -0.0489045079450925 1.52747872457792 -1.57638323252301 -0.601351022509556 15.8999316997024 -16.5012827222119 102.646256410769 117.90200875202 0.870606510417158 51.3231282053846 63.2304413276886 1.01135902269052 0.870606510417158 0.874897556735233 -0.11093411456257
"B3B068" 3 "S04M28" 2015 1.5 4 0 12.5 98.75 23738.8305 0 0 0 1 1 1 0 0 1 0 0 0 20.2 78.55 0 0 0 0 0 0 0 20 55 0 0 0 5 0.692384214333333 0.00968789942984445 0.00591577794358868 0.0109452732585964 0.852395851647187 7.6459415717684 -6.79354572012122 -2.19231571059112 29.590900649378 -31.7832163599691 171.179948663846 111.640059541038 1.5333201125795 42.7949871646538 44.9789977378157 0.92301434008659 1.53332011261577 0.421948783511062 0.0161604890044047
"B3B071" 3 "S02M21" 2015 1.5 2 0 12.5 128.72 23738.8305 0 1 0 1 0 0 0 0 0 0 1.02 0 127.7 0 0 0 0 0 0 6 0 20 0 0 0 0 0 1.433145567 0.0155371630246757 0.0123644386865488 0.0187098873628026 0.65290825495895 1.11003512905337 -0.457126874094417 -0.57293276416256 0.708819231790005 -1.28175199595256 148.626879807692 131.359475130509 1.13145153526251 74.3134399038462 100.034502380163 0.698926929383212 1.13145153526251 0.454069129000976 -0.314553416345078
"B3B072" 3 "S02M23" 2015 1.5 2 0 10 129.5 23738.8305 1 0 0 0 1 0 0 0 0 86.25 0 0 0 43.25 0 0 0 0 10 0 0 0 25 0 0 0 0 1.279221992 0.00498002976802683 0.00527100495256178 0.00468905458349188 0.879030893304298 2.48789247288615 -1.60886157958185 -0.4806586211346 19.0452063872878 -19.5258650084224 152.169647692308 90.7931000433401 1.67600453800641 76.0848238423077 78.1555410853249 1.06975912660603 1.6760045381465 0.381786342937814 -0.546382645327054
"B3B075" 3 "S03M05" 2015 1.5 3 0 5 218.59 23738.8305 0 0 1 0 1 1 0 0 0 0 0 214.85 0 3.74 0 0 0 0 0 0 50 0 40 0 0 0 0 0.756509453333333 0.00532928514500928 0.00392484943387787 0.00603150300057499 0.771205505110051 6.97075601235041 -6.19955050724036 -2.18036837431809 23.8857270699865 -26.0660954443046 240.564377515385 146.002866673786 1.64766886428933 80.1881258377179 68.7783063954176 1.05181585800732 1.64766886431622 0.543279127575929 0.169460392130641
"B3B077" 3 "S04M24" 2015 1.5 4 0 15 225.305 23738.8305 0 0 1 1 0 0 1 1 0 0 0 76.65 33.835 0 0 0.16 114.66 0 0 0 20 35 0 0 1.5 21 0 0.567259813666667 0.00699444526491208 0.00711650720868982 0.0069537579503195 0.912468445942987 6.58477605750613 -5.67230761156314 -2.55630798757347 29.1896099750148 -31.7459179625883 299.470374553846 148.014456189439 2.02325085173143 74.8675936392115 62.7676125112 1.05233373820737 2.0232508517594 0.409647831935512 0.215433482377987
"B3B079" 3 "S03M03" 2015 1.5 3 0 17.5 141.55 23738.8305 1 1 0 0 0 1 0 0 0 141.55 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0.989319822666667 0.0125114761979229 0.00859593557879644 0.0144692465074862 0.649139979092543 7.2206469582253 -6.57150697913275 -1.44898950997261 17.7712080897678 -19.2201975997404 155.792611763077 155.349950410076 1.00284944637467 51.9308705871795 63.8032589310423 0.858754601953819 1.00284944636292 0.668089756179591 0.300055882779377
"B3B081" 3 "S03M01" 2015 1.5 3 0 15 196 23738.8305 0 1 1 1 0 0 0 0 0 0 0 196 0 0 0 0 0 0 0 0 30 15 0 0 0 0 0 0.955430378 0.0114592975441872 0.0090199778150494 0.0126789574087561 0.858402609195627 6.91550422608492 -6.0571016168893 -1.61503240170938 11.7007216452931 -13.3157540470025 224.807826923077 175.034903464322 1.28435999034273 74.9359423076923 65.0111191318257 0.922355865035596 1.28435999034273 0.820409616765518 0.460285688337889
"B3B082" 3 "S04M18" 2015 1.5 4 0 7.5 114.43 23738.8305 1 0 1 1 0 1 0 0 0 3.87 0 61.645 48.915 0 0 0 0 0 15 0 20 30 0 1 0 0 0 0.256275196333333 0.00323353382118733 0.00270271102979499 0.00341047475165144 0.951898248537809 8.2208698202361 -7.26897157169829 -3.17800462065191 22.3633248426786 -25.5413294633306 246.836269230769 153.639671389561 1.6065920149289 61.7090673076923 50.0423136131671 1.20625524722825 1.6065920149289 0.626704442158912 0.438842701416763
"B3B084" 3 "S04M22" 2015 1.5 4 0 15 218.25 23738.8305 1 1 0 1 0 0 0 1 0 72.1 0 0 146.15 0 0 0 0 0 25 0 0 25 0 0 0 6 0 0.856924687666667 0.0107079626292229 0.00922936708935947 0.0112008278091774 0.657891721129779 3.56596142256145 -2.90806970143167 -2.4191959182121 20.5092518149083 -22.9284477331204 240.838720603846 145.548076360768 1.65470218930879 60.2096801506731 56.102993863032 0.976328164461655 1.65470218928584 0.46590665847696 0.245490951181271
"B3B085" 3 "S02M41" 2015 1.5 2 0 20 271.2 23738.8305 0 0 0 1 0 0 0 1 0 0 0 0 180.5 0 0 0 90.7 0 0 0 0 35 0 0 0 25 0 0.263759086 0.00515702447183421 0.00648254106794176 0.00383150787572666 0.760286632046745 2.07819298628829 -1.31790635424155 -0.62755245107459 22.9725269140006 -23.6000793650752 222.938537284615 131.471069821975 1.69572315480886 111.469268640962 80.492035722646 1.26657097689084 1.69572315479879 0.706281665956357 0.3041052894665
"B3B087" 3 "S03M13" 2015 1.5 3 0 12.5 244.5 23738.8305 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 244.5 0 0 0 0 0 5.5 0 0 55 0 1.13126976866667 0.0129071660352221 0.0126270575132972 0.0130472202961846 0.411691161330424 1.59850252577259 -1.18681136444217 -1.71184852067305 25.8947233053399 -27.6065718260129 233.142555038462 121.054511152379 1.92593033352545 77.714185010641 82.5444058811328 1.07789781614508 1.92593033341226 0.283820436108894 -0.132700961931267
"B3B089" 3 "S03M19" 2015 1.5 3 0 3.5 286.95 23738.8305 0 0 1 1 0 0 0 0 1 0 0 173.45 113.5 0 0 0 0 0 0 0 30 40 0 0 0 0 1 0.370454044 0.00570508800146505 0.00551689187227414 0.0057991860660605 0.950803473712382 13.534407665479 -12.5836041917666 -2.59131845198069 33.176962352638 -35.7682808046187 200.532442446154 115.65006101858 1.73395881229961 66.8441474826923 49.2215646899873 1.27431886316657 1.73395881231285 0.652745091875899 0.321884468028777
"B3B090" 3 "S02M29" 2015 1.5 2 0 15 212.95 23738.8305 0 0 1 0 0 1 0 0 0 0 0 160.85 0 0 52.1 0 0 0 0 0 40 0 0 20 0 0 0 0.336884699 0.00252761157833609 0.00208323829344281 0.00297198486322937 0.964030471771823 10.790858468453 -9.8268279966812 -0.905454007691003 11.8779048455106 -12.7833588532016 235.939961538462 114.895831368473 2.05351193971344 117.969980769231 65.9724480271427 1.48952408160155 2.05351193971344 0.794020063944166 0.427482164823225
"B3B091" 3 "S09M01" 2015 1.5 9 0 3 168.875 23738.8305 1 1 1 1 1 1 1 1 1 63.93 0 78.65 8.73 16.895 0 0.275 0 0.395 15 0 20 15 30 0 1 11 5 0.713055136166667 0.012247949129565 0.00804123305430551 0.0127737886389725 0.725363932950081 6.14198450534007 -5.41662057238999 -12.6896606581749 29.8053910482126 -42.4950517063875 289.098710330769 130.236278302608 2.21980168735351 32.1220789251453 33.5836516228854 0.903923625288794 2.21980168729891 0.237864733373466 0.043668298445435
"B3B093" 3 "S02M46" 2015 1.5 2 0 20 10.75 23738.8305 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 10.75 0 0 0 0 0 0 0 0 5 1.558318289 0.0345037485177783 0.0157638191170159 0.0532436779185406 -0.840593976787638 1.53301709244495 -2.37361106923259 -0.243709794290775 5.18689178828969 -5.43060158258047 108.923110576923 132.763322135603 0.820430739641106 54.4615552884615 93.5600232232874 0.584423627615745 0.95035891634914 0.516088139891974 -0.0398000072197298
"B3B094" 3 "S03M07" 2015 1.5 3 0 15 62.435 23738.8305 1 0 0 0 1 0 1 0 0 3.735 0 0 0 32.7 0 26 0 0 10 0 0 0 35 0 15 0 0 0.852814661333333 0.00686510624389151 0.00790396684398288 0.00634567594384583 0.908806247001373 5.92232047899559 -5.01351423199422 -1.30873883978258 19.4944552330142 -20.8031940727968 116.390119923077 116.954857303203 0.99517132171209 38.7967066397949 45.2034746313915 1.13799237945509 0.995171321737856 0.75218956764753 0.300198909882832
"B3B096" 3 "S06M05" 2015 1.5 6 0 6.5 136.545 23738.8305 1 0 1 1 1 1 0 0 1 19.475 0 64.15 49.225 3.695 0 0 0 0 6 0 25 30 20 0 0 0 0 0.553696927533333 0.00641491770519179 0.00482135100613016 0.00673363104500412 0.90726914637576 8.1555877706469 -7.24831862427114 -7.13446303440355 32.6922459866081 -39.8267090210116 216.171219153846 109.75125337437 1.96964692891907 36.0285365252308 28.2815057253852 1.17008890836238 1.96964692891182 0.47835033409162 0.282847249667652
"B3B097" 3 "S02M33" 2015 1.5 2 0 35 81.855 23738.8305 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 81.855 0 0 0 0 0 0 0 0 35 0 0 0.705887807 0.019383828260271 0.017094169329002 0.02167348719154 0.199613098164906 1.26207099468684 -1.06245789652193 -0.819214371921369 9.87136043381129 -10.6905748057327 67.7161153846154 59.3163071170687 1.14161043860955 33.8580576923077 51.8649215135051 0.684108871246105 1.14161043860955 0.347724652632765 -0.342897910922505
"B3B098" 3 "S03M11" 2015 1.5 3 0 8.5 86.685 23738.8305 1 0 1 0 0 0 0 1 0 16.885 0 69.8 0 0 0 0 0 0 6 0 40 0 0 0 0 25 0 0.462844953333333 0.00369733768375919 0.00483988235213033 0.00312606534957363 0.929234438310566 5.7533648283219 -4.82413039001133 -2.59394897385357 22.1687188153345 -24.762667789188 240.2157243 112.592525315112 2.13349619459826 80.0719080982051 54.70587598945 1.28767430844264 2.13349619458197 0.540134852290679 0.258063971925514
"B4B002" 4 "S02M38" 2015 1.5 2 0 15 69.235 23738.8305 1 0 0 0 0 0 0 1 0 63.1 0 0 0 0 0 0 6.135 0 15 0 0 0 0 0 0 15 0 0.212924919 0.0054678415907035 0.00609429549217016 0.00484138768923683 0.852731872169279 4.25438303744973 -3.40165116528045 -1.39627815924661 17.7081104039214 -19.104388563168 172.267206246154 86.293617332557 1.99629140104619 86.1336031215385 58.7724953875193 1.28386855941556 1.99629140104433 0.602301320358937 -0.229859435334233
"B4B003" 4 "S02M42" 2015 1.5 2 0 10 74.61 23738.8305 0 0 0 0 1 0 0 1 0 0 0 0 0 72.65 0 0 1.96 0 0 0 0 0 40 0 0 6 0 1.492146911 0.00565434109606493 0.00843136225435638 0.00287731993777348 0.826692492013224 1.46894247662614 -0.64224998461292 -0.238992821843809 13.5365036914325 -13.7754965132763 139.073274915385 61.2324545666426 2.2712346891798 69.5366374565385 44.0936808186984 1.87371342733987 2.27123468910206 0.545994967883683 0.0341707518981883
"B4B005" 4 "S03M06" 2015 1.5 3 0 4 167.56 23738.8305 0 1 1 0 0 0 1 0 0 0 1.72 164.5 0 0 0 1.34 0 0 0 10 65 0 0 0 2 0 0 0.668424815333333 0.0134895382827197 0.0121731315766849 0.0141477416357371 0.707877554268058 8.01873386763554 -7.31085631336748 -2.21059382066837 12.8618211206208 -15.0724149412892 201.580526815385 95.6356747464679 2.10779635684883 67.1935089379231 36.1461079596586 1.21692929940492 2.10779635687647 0.799978446849859 0.573078583155258
"B4B006" 4 "S02M40" 2015 1.5 2 0 5 158.27 23738.8305 0 0 1 0 0 0 0 1 0 0 0 142.4 0 0 0 0 15.87 0 0 0 60 0 0 0 0 15 0 0.69426743 0.00402968665029594 0.00579285443300771 0.00226651886758417 0.96811280455671 6.37743908865807 -5.40932628410136 -0.509332912530754 22.9248701033543 -23.434203015885 232.198306515385 107.478081075625 2.16042475071733 116.099153256346 70.4210838374261 1.28981317180066 2.16042475063628 0.644082890359931 -0.0890967037317151
"B4B008" 4 "S02M21" 2015 1.5 2 0 30 10.75 23738.8305 0 1 0 1 0 0 0 0 0 0 0 0 10.75 0 0 0 0 0 0 0 0 20 0 0 0 0 0 1.433145567 0.0155371630246757 0.0123644386865488 0.0187098873628026 0.65290825495895 1.11003512905337 -0.457126874094417 -0.57293276416256 0.708819231790005 -1.28175199595256 151.311509069231 142.610956292121 1.06100900662421 75.6557545321154 72.163686168621 0.835879428514544 1.06100900660359 0.978063035567642 0.0371859906446362
"B4B012" 4 "S09M01" 2015 1.5 9 0 10 180.24 23738.8305 1 1 1 1 1 1 1 1 1 1.135 26.71 110.85 1.655 37.05 0 2.185 0.655 0 2 1.5 30 10 20 0 1.5 5 0 0.713055136166667 0.012247949129565 0.00804123305430551 0.0127737886389725 0.725363932950081 6.14198450534007 -5.41662057238999 -23.3175411772707 29.8053910482126 -53.1229322254833 263.362192215385 100.714724656519 2.61493235585526 29.2624658017094 26.1818406530656 0.917872714360121 2.61493235594602 0.245784171512827 0.166041609056915
"B4B016" 4 "S02M24" 2015 1.5 2 0 17.5 95.5 23738.8305 0 1 0 0 1 0 0 0 0 0 0 0 0 95.5 0 0 0 0 0 0 0 0 20 0 0 0 0 0.204757742 0.0139515463617031 0.0143132598729634 0.0135898328504428 0.584041209004035 1.97812546052905 -1.39408425152501 -1.50666105174019 8.54979453906379 -10.056455590804 126.496787142308 70.489080420717 1.79455862365215 63.2483935707692 58.8714644262212 1.03102825811867 1.7945586237082 0.410504367707239 -0.305226829994612
"B4B019" 4 "S02M50" 2015 1.5 2 0 30 17.415 23738.8305 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 17.415 0 0 0 0 0 0 0 0 35 0.218796367 0.0184245215738207 0.00617230535884399 0.0306767377887973 0.969842433416765 9.04726997497038 -8.07742754155361 -0.22465474669588 7.83241521266 -8.05706995935588 114.443710059231 127.697810759631 0.896207298922696 57.2218550296154 69.7670781210988 0.849330661718048 0.896207298922696 0.845366840599566 0.619128152157788
"B4B020" 4 "S02M19" 2015 1.5 2 0 3.5 112.85 23738.8305 0 1 1 0 0 0 0 0 0 0 0 112.85 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 1.002637223 0.0145523648141151 0.0116747520516147 0.0174299775766155 0.959036079252126 12.2891762243621 -11.33014014511 -0.542705612448024 2.20254684902772 -2.74525246147574 172.604201376923 116.28266908715 1.48435018504401 86.3021006857692 66.8499777585917 1.0835735034292 1.48435018495601 0.783169593061912 -0.32373678078781
"B4B022" 4 "S02M32" 2015 1.5 2 0 17.5 54.775 23738.8305 1 0 0 0 0 0 1 0 0 51.97 0 0 0 0 0 2.805 0 0 30 0 0 0 0 0 10 0 0 0.778091927 0.0090972032117622 0.00805191440860033 0.0101424920149241 0.954181283118504 13.7456150644487 -12.7914337813302 -0.729078806755789 3.12244914925894 -3.85152795601473 134.870692307692 85.1168567065641 1.5845356316746 67.4353461538462 44.452012580735 1.41792057442601 1.5845356316746 0.929065882714719 0.375785992958642
"B4B023" 4 "S02M23" 2015 1.5 2 0 10 82.28 23738.8305 1 0 0 0 1 0 0 0 0 21.38 0 0 0 60.9 0 0 0 0 6 0 0 0 45 0 0 0 0 1.279221992 0.00498002976802683 0.00527100495256178 0.00468905458349188 0.879030893304298 2.48789247288615 -1.60886157958185 -0.4806586211346 19.0452063872878 -19.5258650084224 142.06725 108.986577725673 1.30352978288385 71.033625 66.6829969864629 1.2034505359509 1.30352978288385 0.693117582530329 0.0636916309304582
"B4B024" 4 "S02M18" 2015 1.5 2 0 3.5 166.305 23738.8305 1 0 1 0 0 0 0 0 0 5.405 0 160.9 0 0 0 0 0 0 2 0 60 0 0 0 0 0 0 0.481342511 0.0024513933115565 0.0026324971312131 0.00227028949189988 0.96685863820571 6.6282723588579 -5.66141372065219 -0.908076178814192 14.0330881360334 -14.9411643148476 264.774846153846 105.455898860492 2.51076373171042 132.387423076923 71.7011453344467 1.76199936516982 2.51076373171042 0.620286705227546 0.211567128081536
"B4B026" 4 "S03M09" 2015 1.5 3 0 12.5 57.15 23738.8305 1 0 0 0 0 1 1 0 0 49.65 0 0 0 0 0 7.5 0 0 25 0 0 0 0 0 5 0 0 0.518727951333333 0.00986666131215509 0.00597974977734521 0.01181011707956 0.625085169607383 8.09315789813494 -7.46807272852755 -1.81642537831755 17.172984496552 -18.9894098748695 125.262786446154 79.2448752292059 1.58070520123663 41.7542621474359 31.0453146815041 1.18177438920493 1.58070520120975 0.746469972314587 0.39842702799647
"B4B031" 4 "S04M31" 2015 1.5 4 0 10 80.56 23738.8305 0 0 0 1 1 0 1 0 1 0 0 0 39.585 33.275 0 7.7 0 0 0 0 0 35 20 0 5 0 5.5 0.797989900166667 0.00672747933594531 0.00874939547158621 0.00605350729073168 0.923932618041534 5.2754767441705 -4.35154412612897 -2.09486279354509 25.9568803812026 -28.0517431747477 191.944019369231 118.586637275754 1.61859737132857 47.9860048428846 48.1862776665244 0.951073449282188 1.61859737136193 0.422652243452115 0.00605497101212174
"B4B032" 4 "S02M41" 2015 1.5 2 0 10 138.46 23738.8305 0 0 0 1 0 0 0 1 0 0 0 0 132.6 0 0 0 5.86 0 0 0 0 55 0 0 0 1 0 0.263759086 0.00515702447183421 0.00648254106794176 0.00383150787572666 0.760286632046745 2.07819298628829 -1.31790635424155 -0.62755245107459 22.9725269140006 -23.6000793650752 204.915960361538 141.804855290311 1.44505602394236 102.457980179615 82.6396490071677 1.16640541328479 1.44505602391237 0.761414297894809 0.47181612365562
"B4B034" 4 "S02M51" 2015 1.5 2 0 35 33.175 23738.8305 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 31.89 0 1.285 0 0 0 0 0 0 15.5 0 15 0.852430482 0.0105580914416446 0.0118395404148391 0.00927664246845022 0.974981698698753 7.50549039037424 -6.53050869167549 -0.437713528607485 25.1056630859269 -25.5433766145344 116.072091816923 119.13943818207 0.974254147812419 58.0360459076538 63.5280758878969 0.908899183082142 0.974254147802478 0.886326874237867 0.77137279680385
